"region","data_type","date","median_R_mean","median_R_highHPD","median_R_lowHPD"
"VD","infection_norm_n1",2020-10-27,0.729546113992982,0.975776281781556,0.483315946204408
"VD","infection_norm_n1",2020-10-28,0.671056809702342,0.903115600794091,0.438998018610593
"VD","infection_norm_n1",2020-10-29,0.625651009198939,0.851951227288116,0.399350791109762
"VD","infection_norm_n1",2020-10-30,0.590464756054978,0.820447170485818,0.360482341624138
"VD","infection_norm_n1",2020-10-31,0.559893725161425,0.796068727396471,0.323718722926379
"VD","infection_norm_n1",2020-11-01,0.539575140084641,0.782283838262441,0.296866441906841
"VD","infection_norm_n1",2020-11-02,0.542622946959185,0.796189168138116,0.289056725780254
"VD","infection_norm_n1",2020-11-03,0.578822875717289,0.852375699593295,0.305270051841283
"VD","infection_norm_n1",2020-11-04,0.648915357852436,0.954151891865784,0.343678823839088
"VD","infection_norm_n1",2020-11-05,0.755148160412539,1.10275310383168,0.4075432169934
"VD","infection_norm_n1",2020-11-06,0.912755162408313,1.30877616844807,0.51673415636856
"VD","infection_norm_n1",2020-11-07,1.11513247063566,1.5560211863601,0.674243754911213
"VD","infection_norm_n1",2020-11-08,1.32413686502099,1.79362088719311,0.854652842848878
"VD","infection_norm_n1",2020-11-09,1.51549515441025,1.99863812764367,1.03235218117684
"VD","infection_norm_n1",2020-11-10,1.68348093176749,2.19572742714261,1.17123443639237
"VD","infection_norm_n1",2020-11-11,1.80785632505231,2.38422037743513,1.23149227266949
"VD","infection_norm_n1",2020-11-12,1.85264409259194,2.49495406324807,1.21033412193581
"VD","infection_norm_n1",2020-11-13,1.8051368495699,2.47926339663596,1.13101030250384
"VD","infection_norm_n1",2020-11-14,1.69785896956221,2.35979944778783,1.03591849133658
"VD","infection_norm_n1",2020-11-15,1.56191450481075,2.16569765114317,0.958131358478339
"VD","infection_norm_n1",2020-11-16,1.40884065672467,1.92291362847007,0.894767684979271
"VD","infection_norm_n1",2020-11-17,1.24114500565109,1.66454275958376,0.817747251718424
"VD","infection_norm_n1",2020-11-18,1.06874150636037,1.42380030595134,0.713682706769404
"VD","infection_norm_n1",2020-11-19,0.907517052288879,1.21574212320695,0.599291981370812
"VD","infection_norm_n1",2020-11-20,0.768651563720756,1.03999199318795,0.497311134253563
"VD","infection_norm_n1",2020-11-21,0.655157816899134,0.899675881844394,0.410639751953875
"VD","infection_norm_n1",2020-11-22,0.566729748259297,0.796592772972343,0.33686672354625
"VD","infection_norm_n1",2020-11-23,0.498728133860294,0.721117020196229,0.276339247524359
"VD","infection_norm_n1",2020-11-24,0.446443020602034,0.662059931618237,0.230826109585832
"VD","infection_norm_n1",2020-11-25,0.409754053725757,0.620338958149714,0.1991691493018
"VD","infection_norm_n1",2020-11-26,0.393106120051852,0.60444743919236,0.181764800911344
"VD","infection_norm_n1",2020-11-27,0.399017160883819,0.61731005579043,0.180724265977208
"VD","infection_norm_n1",2020-11-28,0.42255824714585,0.654038942733244,0.191077551558457
"VD","infection_norm_n1",2020-11-29,0.460300691586765,0.713190978171659,0.207410405001871
"VD","infection_norm_n1",2020-11-30,0.518656167566214,0.802074168728383,0.235238166404045
"VD","infection_norm_n1",2020-12-01,0.608503419612382,0.926914548601214,0.290092290623551
"VD","infection_norm_n1",2020-12-02,0.729739430397125,1.078878211673,0.380600649121252
"VD","infection_norm_n1",2020-12-03,0.870755091499815,1.24175119381681,0.499758989182819
"VD","infection_norm_n1",2020-12-04,1.01879029681012,1.40936745062324,0.628213142996991
"VD","infection_norm_n1",2020-12-05,1.1576341150801,1.58029503468368,0.734973195476515
"VD","infection_norm_n1",2020-12-06,1.25216440924925,1.717386393082,0.786942425416503
"VD","infection_norm_n1",2020-12-07,1.27630131333944,1.76959504722501,0.783007579453876
"VD","infection_norm_n1",2020-12-08,1.23758360219353,1.7290841911488,0.746083013238263
"VD","infection_norm_n1",2020-12-09,1.15810952413134,1.62222904543384,0.69399000282884
